Date 	City 	State 	Shape 	Duration 	Summary 	Posted
7/4/16 14:30 	East Grand Forks 	MN 	Fireball 	Seconds 	2 fire balls in Jaws as rescently reported to Peter. After the right to left after the commercial it shows the boat at a distance, fro 	7/8/16
7/4/16 12:00 	Putnam 	CT 	Sphere 	2 minutes 	Outside of my house looking up at a clear day no clouds. We saw a 3 spheres rotating together in one shaped object circle.

You can s 	7/8/16
7/4/16 10:00 	Cynthiana 	KY 	Diamond 	Ufo there was 3 of them 	((NUFORC Note: No information provided by witness. PD)) 	7/8/16
7/4/16 03:30 	Nanaimo (Canada) 	BC 	
	2 minutes 	I went outside for a smoke, looked up to admire stars...and I saw a star darting in and out.....drifting too fast. 	7/8/16
7/4/16 03:00 	Sarcoxie 	MO 	Unknown 	2 hours 	Bright light beams scan interior of house for two hours on July 4 	7/15/16
7/4/16 01:00 	Sterling 	MI 	Light 	~2 minutes 	Were watching what we thought was a satellite when its intensity brightened. ((NUFORC Note: Possible Iridium satellite? PD)) 	7/15/16
7/4/16 00:04 	Syracuse 	NY 	Disk 	5 minutes 	Two stationery orange disk shaped flying objects moving around each other before they disappeared. 	7/8/16
7/4/16 	Union 	MO 	Circle 	still photo 	This photo was taken by a black and white game camera. There were over 20 pictures on the disk. It has a timer that takes pictures ever 	7/15/16
7/3/16 23:21 	Fitchburg 	WI 	Oval 	40 seconds 	Orange light observed in Fitchburg sky 	7/8/16
7/3/16 23:20 	Palm Harbor 	FL 	Circle 	30 seconds 	Sitting by my pool. Saw 2 orange round Fireballs in the sky moving around strangely. Grabbed my phone to go out of the screen in enclos 	7/8/16
7/3/16 23:00 	Buford 	GA 	Triangle 	~3 minutes 	3 big round lights in the shape of triangle over Lake Lanier. ((anonymous report)) 	7/8/16
7/3/16 23:00 	Bath 	PA 	Circle 	30 minutes 	I saw a green round light out by our pole building. I got my Fiance and we got on our golf cart and went around building it wasn't the 	7/8/16
7/3/16 23:00 	Parker 	CO 	Fireball 	10-15 minutes 	One golden orb moving aprx speed of a plane but a non blinking golden glow. Followed by 3 orbs same size in a triangular formation. Ano 	7/8/16
7/3/16 23:00 	Stillwater 	MN 	Fireball 	10 minutes 	A bright orange and red craft (fireball) moved in night sky, approx 10 minute duration. Until finally disappearing into night sky. 	7/8/16
7/3/16 23:00 	Jacksonville 	FL 	Circle 	20 seconds 	A floating ball of light that zig-zag's at light speed leaving a light trail. 	7/8/16
7/3/16 23:00 	Newark 	NJ 	Fireball 	5 minutes 	Red floating orb for sure not craft or fireworks 	7/8/16
7/3/16 22:45 	Cleveland 	OH 	Light 	1 minute 	A bright red light appeared very quickly, stopped abruptly and then sped away upward into the sky. 	7/8/16
7/3/16 22:35 	Weston 	FL 	Fireball 	15 seconds 	We saw two bright fireballs in the sky, which later disappeared very quickly. ((anonymous report)) 	7/15/16
7/3/16 22:30 	Castle Rock 	CO 	Sphere 	3 minutes 	3 red/amber orbs observed travelling seperatley about 1 minute apart with a Denver heading 	7/15/16
7/3/16 22:30 	Matteson 	IL 	Light 	20 minutes 	My friend and II saw altogether 9 glowing bright orange orbs in the sky. 	7/8/16
7/3/16 22:30 	Pequea 	PA 	Light 	5 minutes 	4 orange spheres over Pequea PA 	7/8/16
7/3/16 22:20 	Millville 	NJ 	Light 	2 minutes 	The 4 objects came one at a time, they were red balls of light that moved behind trees, stopped, and disappeared, about a minute later, 	7/8/16
7/3/16 22:15 	Cranston 	RI 	Oval 	15 minutes 	Four bright orange orbs drifted in the Eastern sky over Cranston,RI at 10:15 pm on July 3rd. 	7/8/16
7/3/16 22:10 	Michigan (Central Upper) 	MI 	Triangle 	1-2 minutes 	Three yellow lights form a triangle in the U.P. night sky. 	7/8/16
7/3/16 22:05 	Baraboo 	WI 	Oval 	5 minutes 	Baraboo, IW, 3 red / orange objects east of town 	7/8/16
7/3/16 22:00 	Herkimer 	NY 	Formation 	5 minutes 	UFO over Herkimer, NY. 	7/8/16
7/3/16 22:00 	Wilmington 	NC 	Light 	4 minutes 	Aquamarine light in the sky. 	7/15/16
7/3/16 21:54 	Wakefield 	MA 	Circle 	120 seconds 	Orange lights meteor like object flies overhead 	7/8/16
7/3/16 21:48 	Millbury 	MA 	Circle 	20 minutes 	There should be many more witness's to this because it was at a fireworks show there where hundreds of folks with their eyes on the sky 	7/8/16
7/3/16 21:45 	Madison 	WI 	Circle 	5 minutes 	Orange orb sighting at night that lasted about 5 minutes in Madison, Wisconsin. 	7/8/16
7/3/16 21:42 	Sandown 	NH 	
	30 seconds 	Northbound on 121A, witnessed 2 orange lights pass from NW to SE. They remained a uniformed distance apart could not estemate speed, th 	7/8/16
7/3/16 21:40 	Cedar Rapids 	IA 	Light 	3-4 minutes 	Unkown amber pulsating light 	7/8/16
7/3/16 21:30 	Wingdale 	NY 	Light 	30 minutes 	July 3rd, 2016. Several dim lights moving back and forth countering each other in the Eastern sky over Wingdale, NY. 	7/8/16
7/3/16 21:18 	Honolulu 	HI 	Light 	3-4 seconds 	White light moving very fast makes right angle turn. 	7/15/16
7/3/16 21:10 	Riverside 	CA 	Unknown 	10 minutes 	Red lights to the North during Patriot High fireworks 	7/8/16
7/3/16 21:00 	Aurora 	CO 	Diamond 	8 minutes 	Very slow flying diamond object over our neighborhood july 3, 2016 at approx 9:00pm. ((anonymous report)) 	7/15/16
7/3/16 20:58 	Tanner 	AL 	
	
	Scared for our lives 	7/8/16
7/3/16 19:10 	Columbia 	MD 	Formation 	Minutes 	multiple red orbed triangular craft outside washington, DC 	7/8/16
7/3/16 16:45 	Seffner 	FL 	Disk 	
	I was taking a picture over my neighbor house. Then was going to send to them. When I looked at picture saw a weird image. 	7/8/16
7/3/16 14:00 	Ogunquit 	ME 	Circle 	1 minute + 	While sitting on the beach just S of the Ogunquit River outlet to the Atlantic Ocean, on July 3,2016, at approximately 2:00 - 2:30 	7/22/16
7/3/16 09:20 	Madison Heights 	VA 	Triangle 	2-3 minutes 	Three red lights in triangle shape hovering. 	7/8/16
7/3/16 05:30 	Atlanta 	ID 	Unknown 	5 seconds 	My friend and I were sitting outside of our campsite watching the sunrise over the mountains and suddenly a bright flash appeared in th 	7/8/16
7/3/16 04:15 	Srinagar (India) 	
	Triangle 	1 minute 	I saw a light in the sky. First i though it might be airplane but i didn't hear any sound then i saw that i was rotating clock wise and 	7/8/16
7/3/16 04:13 	Durango 	CO 	Other 	20+ minutes 	While on vacation over the 4th of July weekend, I witnessed a UFO in the sky directly east of the Tamarron Resort near Durango, Colorad 	7/8/16
7/3/16 04:00 	Rootstown 	OH 	Unknown 	>10 minutes 	Eratic white and red light flying near the horizon 	7/8/16
7/3/16 01:45 	Santa Fe 	NM 	Light 	10 seconds 	Blinking lights on for several seconds getting super bright and fadding out , a smoke orb flying low ,giant green orb very fast 	7/8/16
7/3/16 01:30 	Surrey/Burnaby (Canada) 	BC 	Unknown 	10 minutes 	Blue crown light formation over Burnaby. 	7/15/16
7/3/16 01:08 	Missoula 	MT 	Fireball 	2 seconds 	Blue fireball first lit up cloud then fell below the cloud towards SE. Very visible and bright with long tail and 2-3 second viewing. 	7/15/16
7/3/16 00:08 	Alberton 	MT 	Flash 	2 seconds 	There was a bright flash of light. 	7/8/16
7/2/16 23:45 	Friendswood 	TX 	Sphere 	5 minutes 	A solid red light that flashed green was stationary for 4 minutes and moved in one direction quickly then swayed left to right. 	7/8/16
7/2/16 23:00 	Memphis 	TN 	Triangle 	10 minutes 	We were on river front, looking up into the sky when we noticed a low flying gray triangle with a short tail..on this tail, between 6 a 	7/8/16
7/2/16 22:30 	Kings Canyon National Parks 	CA 	Flash 	5 minutes 	Flashing light high above Sequoia National Park on July 4th weekend. 	7/15/16
7/2/16 22:30 	Downers Grove 	IL 	Fireball 	3 minutes 	silent orange ball of fiery light over Downers Grove, Illinois 	7/8/16
7/2/16 22:30 	Brighton 	CO 	Fireball 	2 minutes 	Myself my girlfriend and two other friends witnessed a bright Amber orb. ((anonymous report)) 	7/8/16
7/2/16 22:28 	Lafayette 	CA 	Light 	2 minutes 	Bright white light moving northerly to southerly, slowly dimming to unobservable, not ISS or aircraft, it lasted about 2 minutes. 	7/8/16
7/2/16 22:15 	Warwick 	RI 	Circle 	10 minutes 	Red spherical light with green moving light and no white light. 	7/8/16
7/2/16 22:00 	Wolcott 	CT 	Circle 	20 minutes 	Craft after craft disappear under a clear starey night 	7/8/16
7/2/16 21:30 	Lively Grove 	IL 	Fireball 	2 minutes 	Orange fireball heading east to west, then went upward and dissappeared. 	7/8/16
7/2/16 21:30 	East Windsor 	CT 	Light 	1 hour 	Yellow light hovering in the sky. ((anonymous report)) 	7/8/16
7/2/16 21:03 	Phoenix 	AZ 	Light 	~3 minutes 	3 Moving Lights with Large Trails in Phoenix form a Triangle in the Night Sky 	7/8/16
7/2/16 21:00 	Blaine 	TN 	Fireball 	3 hours 	My boyfriend and l we're traveling toward Rutledge when we seen several glowing lights in the sky at first we thought maybe someone rea 	7/8/16
7/2/16 21:00 	Kawaihae 	HI 	Light 	20 seconds 	A bright green light, like a giant traffic light, lit up for 2 seconds, twice in 20 second illuminating five miles of mountain range. 	7/8/16
7/2/16 20:38 	Lisman 	AL 	Circle 	10 minutes 	Bright red circle hovering very high above in the Western sky towards Yantley, AL. Looked as if it was a planet such as Mars, but spark 	7/8/16
7/2/16 15:21 	Columbia 	TN 	Fireball 	10 minutes 	I was sitting on my couch when i seen a object rising slowly into the air out of my window. Myself and 2 others went outside and watche 	7/8/16
7/2/16 09:24 	Medford 	NJ 	Sphere 	10 minutes 	Sphere moved from north to west and hovered growing brighter and larger and then vanished without a trace 	7/8/16
7/1/16 23:55 	Boise 	ID 	Light 	5 minutes? 	Saw three lights. The first started out low on the north horizon, moving from North to South. Second started in the same spot but seem 	8/2/16
7/1/16 23:30 	placitas 	NM 	Circle 	still happening 	Revolving lights in clouds over village of Placitas. ((NUFORC Note: Advertising lights?? PD)) 	7/8/16
7/1/16 23:05 	Lethbridge (Canada) 	AB 	Light 	15 minutes 	Red object with severe elevation changes and erratic movements during fireworks show in Lethbridge, Alberta. 	7/8/16
7/1/16 23:00 	Lodi 	CA 	Diamond 	continuous 	Multi-colored diamond or triangular shaped objects seen every night for the last 2-3 months. 	7/8/16
7/1/16 22:20 	Covington 	GA 	Other 	unknown 	My wife saw multiple glowing angels in the sky often forming circles.

https://www.youtube.com/watch?v=-iVbZ9BkkWM She said it look 	7/8/16
7/1/16 22:15 	Northwest Medford 	OR 	Rectangle 	5 minutes 	Strange moving object in Nortwest Medford, Oregon sky 	7/8/16
7/1/16 22:15 	Mount Laguna 	CA 	Cigar 	10-15 minutes 	Pulsating cigar-shape object going across the sky. 	8/2/16
7/1/16 22:00 	Lees Summit 	MO 	Sphere 	1 minute 	We were laying down looking at the stars... what seemed like 2 stars were stationary for a good moment.. then started moving apart. 	8/16/16
7/1/16 22:00 	Ham Lake 	MN 	Oval 	2 minutes 	2 Sightings of Silent Fireballs: Very Fast and Very Low, sceptic witnesses convinced by second showing. 	7/8/16
7/1/16 21:45 	Kerhonkson 	NY 	Flash 	2 hours 	From the northern skies of the Catskills a bright light started moving thirds us as we sat on our porch in Kerhonkson NY. The lights ar 	7/8/16
7/1/16 21:30 	Fayetteville 	NC 	Circle 	15 minutes 	4 circles flying north to south in Fayetteville, NC on July 1, 2016. 	7/8/16
7/1/16 20:00 	Vestavia 	AL 	Rectangle 	3 minutes 	I saw a very eerie, flying rectangle, moving smoothly and silently. 	7/8/16
7/1/16 19:30 	Philadelphia 	PA 	Light 	10 seconds 	Bright white light disappears against bright blue sky 	7/8/16
7/1/16 12:36 	Greensburg 	
	Flash 	3 minutes 	Flashing light disappears at very fast rate. 	7/8/16
7/1/16 11:05 	Newton 	NJ 	Disk 	5 minutes 	A disc flew in a circular pattern and took off, all the while dropping flare-like remnants. ((anonymous report)) 	7/8/16
7/1/16 08:45 	Escondido 	CA 	Unknown 	15 seconds 	((HOAX??)) Loud, low, but nothing there. ((anonymous report)) 	7/15/16
7/1/16 07:33 	Auburn 	AL 	Light 	10 seconds 	Ball of light stands still and then takes off in a matter of seconds. ((anonymous report)) 	7/8/16
7/1/16 02:55 	Myrtle Beach 	NC 	Light 	3 minutes 	Very fast orange lights. 	7/8/16
7/1/16 01:30 	Sheboygan 	WI 	Sphere 	7 seconds 	Large bright green sphere speeds down instantly thought meteorite until it stopped for about 2 seconds and changed course east towards 	7/8/16
7/1/16 00:30 	Muskego 	WI 	Circle 	Seconds 	Fast, bright ball of light flying in the air. 	7/8/16
7/1/16 00:30 	Schererville 	IN 	Light 	15 minutes 	Two beams of slightly tinted green lights randomly floating across the sky sometimes crossing one another. 	7/8/16
7/1/16 00:00 	White Center 	WA 	Unknown 	2 minutes 	Strange sounds in White Center, WA. 	7/8/16
7/1/16 	Sandpoint 	ID 	Changing 	1 minute 	A line of large orange dots shape into a perfect triangle, stop, then disappear. 	7/8/16
